When,Threat Name,Threat Path,Event,Cleanup Status,Severity,Alert,Root Cause,Business File,User,User Groups,Device,Device Group,IPAddress,Date,Hour,DayOfWeek,DayOfWeekNum,User Domain,Username
2025-07-08 21:36:31+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ritesh.Thakur220,Global User Group,Altermed-142,Global Computer Group,192.168.4.140,2025-07-08,21,Tuesday,1,ALTERMEDRCM,Ritesh.Thakur220
2025-07-08 21:29:15+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Manish.Bhagat215,Global User Group,Altermed-55,Global Computer Group,192.168.4.137,2025-07-08,21,Tuesday,1,ALTERMEDRCM,Manish.Bhagat215
2025-07-08 21:29:15+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Manish.Bhagat215,Global User Group,Altermed-55,Global Computer Group,192.168.4.137,2025-07-08,21,Tuesday,1,ALTERMEDRCM,Manish.Bhagat215
2025-07-08 21:29:15+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Manish.Bhagat215,Global User Group,Altermed-55,Global Computer Group,192.168.4.137,2025-07-08,21,Tuesday,1,ALTERMEDRCM,Manish.Bhagat215
2025-07-08 21:25:00+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Manish.Bhagat215,Global User Group,Altermed-55,Global Computer Group,192.168.4.137,2025-07-08,21,Tuesday,1,ALTERMEDRCM,Manish.Bhagat215
2025-07-08 21:25:00+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Manish.Bhagat215,Global User Group,Altermed-55,Global Computer Group,192.168.4.137,2025-07-08,21,Tuesday,1,ALTERMEDRCM,Manish.Bhagat215
2025-07-08 21:25:00+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Manish.Bhagat215,Global User Group,Altermed-55,Global Computer Group,192.168.4.137,2025-07-08,21,Tuesday,1,ALTERMEDRCM,Manish.Bhagat215
2025-07-08 21:24:55+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Manish.Bhagat215,Global User Group,Altermed-55,Global Computer Group,192.168.4.137,2025-07-08,21,Tuesday,1,ALTERMEDRCM,Manish.Bhagat215
2025-07-08 21:24:55+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Manish.Bhagat215,Global User Group,Altermed-55,Global Computer Group,192.168.4.137,2025-07-08,21,Tuesday,1,ALTERMEDRCM,Manish.Bhagat215
2025-07-08 21:24:55+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Manish.Bhagat215,Global User Group,Altermed-55,Global Computer Group,192.168.4.137,2025-07-08,21,Tuesday,1,ALTERMEDRCM,Manish.Bhagat215
2025-07-08 21:20:53+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Gaurav.X195,Global User Group,Altermed-182,Global Computer Group,192.168.4.124,2025-07-08,21,Tuesday,1,ALTERMEDRCM,Gaurav.X195
2025-07-08 21:20:52+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Gaurav.X195,Global User Group,Altermed-182,Global Computer Group,192.168.4.124,2025-07-08,21,Tuesday,1,ALTERMEDRCM,Gaurav.X195
2025-07-08 21:20:52+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Gaurav.X195,Global User Group,Altermed-182,Global Computer Group,192.168.4.124,2025-07-08,21,Tuesday,1,ALTERMEDRCM,Gaurav.X195
2025-07-08 18:15:40+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Sunil.X154,Global User Group,Altermed-144,Global Computer Group,192.168.6.112,2025-07-08,18,Tuesday,1,ALTERMEDRCM,Sunil.X154
2025-07-08 18:15:40+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Sunil.X154,Global User Group,Altermed-144,Global Computer Group,192.168.6.112,2025-07-08,18,Tuesday,1,ALTERMEDRCM,Sunil.X154
2025-07-08 18:15:40+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Sunil.X154,Global User Group,Altermed-144,Global Computer Group,192.168.6.112,2025-07-08,18,Tuesday,1,ALTERMEDRCM,Sunil.X154
2025-07-08 17:56:44+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\rahul.singh300,Global User Group,Altermed-94,Global Computer Group,192.168.6.233,2025-07-08,17,Tuesday,1,ALTERMEDRCM,rahul.singh300
2025-07-08 17:56:44+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\rahul.singh300,Global User Group,Altermed-94,Global Computer Group,192.168.6.233,2025-07-08,17,Tuesday,1,ALTERMEDRCM,rahul.singh300
2025-07-08 17:56:44+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\rahul.singh300,Global User Group,Altermed-94,Global Computer Group,192.168.6.233,2025-07-08,17,Tuesday,1,ALTERMEDRCM,rahul.singh300
2025-07-08 17:37:23+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Arpit.Singh151,Global User Group,Altermed-17,Global Computer Group,192.168.6.133,2025-07-08,17,Tuesday,1,ALTERMEDRCM,Arpit.Singh151
2025-07-08 17:37:23+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Arpit.Singh151,Global User Group,Altermed-17,Global Computer Group,192.168.6.133,2025-07-08,17,Tuesday,1,ALTERMEDRCM,Arpit.Singh151
2025-07-08 17:37:23+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Arpit.Singh151,Global User Group,Altermed-17,Global Computer Group,192.168.6.133,2025-07-08,17,Tuesday,1,ALTERMEDRCM,Arpit.Singh151
2025-07-08 17:30:20+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\rahul.singh300,Global User Group,Altermed-94,Global Computer Group,192.168.6.233,2025-07-08,17,Tuesday,1,ALTERMEDRCM,rahul.singh300
2025-07-08 17:30:20+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\rahul.singh300,Global User Group,Altermed-94,Global Computer Group,192.168.6.233,2025-07-08,17,Tuesday,1,ALTERMEDRCM,rahul.singh300
2025-07-08 17:30:20+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\rahul.singh300,Global User Group,Altermed-94,Global Computer Group,192.168.6.233,2025-07-08,17,Tuesday,1,ALTERMEDRCM,rahul.singh300
2025-07-08 17:24:48+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Gursimrat.Singh13,Global User Group,Altermed-186,Global Computer Group,192.168.6.186,2025-07-08,17,Tuesday,1,ALTERMEDRCM,Gursimrat.Singh13
2025-07-08 17:24:48+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Gursimrat.Singh13,Global User Group,Altermed-186,Global Computer Group,192.168.6.186,2025-07-08,17,Tuesday,1,ALTERMEDRCM,Gursimrat.Singh13
2025-07-08 17:24:48+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Gursimrat.Singh13,Global User Group,Altermed-186,Global Computer Group,192.168.6.186,2025-07-08,17,Tuesday,1,ALTERMEDRCM,Gursimrat.Singh13
2025-07-08 17:05:04+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Harsh.chadha383,Global User Group,Altermed-202,Global Computer Group,192.168.6.206,2025-07-08,17,Tuesday,1,ALTERMEDRCM,Harsh.chadha383
2025-07-08 17:05:04+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Harsh.chadha383,Global User Group,Altermed-202,Global Computer Group,192.168.6.206,2025-07-08,17,Tuesday,1,ALTERMEDRCM,Harsh.chadha383
2025-07-08 17:05:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Harsh.chadha383,Global User Group,Altermed-202,Global Computer Group,192.168.6.206,2025-07-08,17,Tuesday,1,ALTERMEDRCM,Harsh.chadha383
2025-07-08 16:59:20+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,16,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 16:59:20+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,16,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 16:59:20+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Diksha.Sharma102,Global User Group,Altermed-27,Global Computer Group,192.168.6.50,2025-07-08,16,Tuesday,1,ALTERMEDRCM,Diksha.Sharma102
2025-07-08 16:50:43+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Shilpa.Kumari227,Global User Group,Altermed-197,Global Computer Group,192.168.6.198,2025-07-08,16,Tuesday,1,ALTERMEDRCM,Shilpa.Kumari227
2025-07-08 16:50:43+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Shilpa.Kumari227,Global User Group,Altermed-197,Global Computer Group,192.168.6.198,2025-07-08,16,Tuesday,1,ALTERMEDRCM,Shilpa.Kumari227
2025-07-08 16:50:43+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Shilpa.Kumari227,Global User Group,Altermed-197,Global Computer Group,192.168.6.198,2025-07-08,16,Tuesday,1,ALTERMEDRCM,Shilpa.Kumari227
2025-07-08 04:05:47+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 04:05:47+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 04:05:47+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 04:05:47+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 04:05:47+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 04:05:47+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 04:04:42+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 04:04:42+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 04:04:42+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 04:04:42+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 04:04:42+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 04:04:42+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 04:04:30+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 04:04:30+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 04:03:31+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 04:03:31+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Tamanna.Thakur60,Global User Group,Altermed-110,Global Computer Group,192.168.6.137,2025-07-08,4,Tuesday,1,ALTERMEDRCM,Tamanna.Thakur60
2025-07-08 03:46:55+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,ms-teams.exe,0,ALTERMEDRCM\Mukesh.Thakur56,Global User Group,Altermed-137,Global Computer Group,192.168.6.196,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Mukesh.Thakur56
2025-07-08 03:03:08+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 03:03:08+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 03:03:08+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 03:03:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 03:03:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 03:03:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 03:03:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 03:03:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 03:03:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 03:03:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 03:03:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 03:03:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 03:03:03+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 03:01:41+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 03:01:41+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 03:01:41+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Ramanpreet.kaur12,Global User Group,Altermed-152,Global Computer Group,192.168.6.103,2025-07-08,3,Tuesday,1,ALTERMEDRCM,Ramanpreet.kaur12
2025-07-08 02:30:48+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,ms-teams.exe,0,ALTERMEDRCM\Mukesh.Thakur56,Global User Group,Altermed-137,Global Computer Group,192.168.6.196,2025-07-08,2,Tuesday,1,ALTERMEDRCM,Mukesh.Thakur56
2025-07-08 01:34:54+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Kewal.krishan382,Global User Group,ALtermed-151,Global Computer Group,192.168.6.235,2025-07-08,1,Tuesday,1,ALTERMEDRCM,Kewal.krishan382
2025-07-08 01:34:54+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Kewal.krishan382,Global User Group,ALtermed-151,Global Computer Group,192.168.6.235,2025-07-08,1,Tuesday,1,ALTERMEDRCM,Kewal.krishan382
2025-07-08 01:30:48+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,ms-teams.exe,0,ALTERMEDRCM\Mukesh.Thakur56,Global User Group,Altermed-137,Global Computer Group,192.168.6.196,2025-07-08,1,Tuesday,1,ALTERMEDRCM,Mukesh.Thakur56
2025-07-08 01:30:48+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,ms-teams.exe,0,ALTERMEDRCM\Mukesh.Thakur56,Global User Group,Altermed-137,Global Computer Group,192.168.6.196,2025-07-08,1,Tuesday,1,ALTERMEDRCM,Mukesh.Thakur56
2025-07-08 01:22:08+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\vinayak.x407,Unknown,Altermed-103,Global Computer Group,192.168.6.211,2025-07-08,1,Tuesday,1,ALTERMEDRCM,vinayak.x407
2025-07-08 01:22:08+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\vinayak.x407,Unknown,Altermed-103,Global Computer Group,192.168.6.211,2025-07-08,1,Tuesday,1,ALTERMEDRCM,vinayak.x407
2025-07-08 01:22:08+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\vinayak.x407,Unknown,Altermed-103,Global Computer Group,192.168.6.211,2025-07-08,1,Tuesday,1,ALTERMEDRCM,vinayak.x407
2025-07-08 01:20:51+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\sahil.thakur327,Global User Group,Altermed-162,Global Computer Group,192.168.6.227,2025-07-08,1,Tuesday,1,ALTERMEDRCM,sahil.thakur327
2025-07-08 01:20:51+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\sahil.thakur327,Global User Group,Altermed-162,Global Computer Group,192.168.6.227,2025-07-08,1,Tuesday,1,ALTERMEDRCM,sahil.thakur327
2025-07-08 01:20:51+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\sahil.thakur327,Global User Group,Altermed-162,Global Computer Group,192.168.6.227,2025-07-08,1,Tuesday,1,ALTERMEDRCM,sahil.thakur327
2025-07-08 01:18:17+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Harjot.X410,Unknown,Altermed-119,Global Computer Group,192.168.6.217,2025-07-08,1,Tuesday,1,ALTERMEDRCM,Harjot.X410
2025-07-08 01:18:17+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Harjot.X410,Unknown,Altermed-119,Global Computer Group,192.168.6.217,2025-07-08,1,Tuesday,1,ALTERMEDRCM,Harjot.X410
2025-07-08 01:18:17+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\Harjot.X410,Unknown,Altermed-119,Global Computer Group,192.168.6.217,2025-07-08,1,Tuesday,1,ALTERMEDRCM,Harjot.X410
2025-07-08 01:11:14+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\vinayak.x407,Unknown,Altermed-103,Global Computer Group,192.168.6.211,2025-07-08,1,Tuesday,1,ALTERMEDRCM,vinayak.x407
2025-07-08 01:11:14+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\vinayak.x407,Unknown,Altermed-103,Global Computer Group,192.168.6.211,2025-07-08,1,Tuesday,1,ALTERMEDRCM,vinayak.x407
2025-07-08 01:11:14+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\vinayak.x407,Unknown,Altermed-103,Global Computer Group,192.168.6.211,2025-07-08,1,Tuesday,1,ALTERMEDRCM,vinayak.x407
2025-07-08 00:40:20+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\bimal.x171,Global User Group,Altermed-153,Global Computer Group,192.168.6.170,2025-07-08,0,Tuesday,1,ALTERMEDRCM,bimal.x171
2025-07-08 00:40:20+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\bimal.x171,Global User Group,Altermed-153,Global Computer Group,192.168.6.170,2025-07-08,0,Tuesday,1,ALTERMEDRCM,bimal.x171
2025-07-08 00:40:20+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,msedge.exe,0,ALTERMEDRCM\bimal.x171,Global User Group,Altermed-153,Global Computer Group,192.168.6.170,2025-07-08,0,Tuesday,1,ALTERMEDRCM,bimal.x171
2025-07-08 00:38:40+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Vivek.Yadav153,Global User Group,Altermed-100,Global Computer Group,192.168.6.39,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Vivek.Yadav153
2025-07-08 00:38:40+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Vivek.Yadav153,Global User Group,Altermed-100,Global Computer Group,192.168.6.39,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Vivek.Yadav153
2025-07-08 00:38:40+05:30,Lockdown,-,'Lockdown' exploit prevented in Windows Command Processor,-,Low,No,-,-,ALTERMEDRCM\Vivek.Yadav153,Global User Group,Altermed-100,Global Computer Group,192.168.6.39,2025-07-08,0,Tuesday,1,ALTERMEDRCM,Vivek.Yadav153
